id,image_id,category_id,segmentation,area,bbox,iscrowd,attributes,subset,set_type
997,223,26,"[[155.12, 84.94, 163.88, 88.81, 170.25, 92.62, 178.38, 96.62, 185.75, 101.31, 192.38, 106.19, 201.25, 113.12, 204.12, 115.19, 216.38, 96.44, 210.25, 92.19, 204.25, 88.69, 199.25, 85.0, 193.38, 81.19, 184.75, 75.0, 180.38, 72.0, 176.0, 68.62, 172.5, 66.12, 168.38, 64.12]]",1287.0,"[155.12, 64.12, 61.26, 51.07]",0,{'occluded': False},train,stenosis
998,540,26,"[[195.38, 78.5, 200.38, 81.38, 206.75, 85.06, 217.12, 90.06, 225.75, 94.06, 239.12, 99.81, 251.5, 105.19, 265.0, 110.69, 274.0, 115.0, 281.75, 119.0, 291.75, 125.0, 299.5, 130.0, 304.75, 134.88, 312.25, 140.5, 316.0, 144.25, 326.25, 139.12, 323.75, 135.12, 320.5, 131.5, 314.5, 126.12, 309.0, 122.38, 301.75, 117.19, 294.5, 112.75, 284.75, 108.44, 276.5, 104.5, 268.0, 100.06, 260.5, 97.0, 254.75, 94.06, 248.38, 91.0, 240.62, 87.56, 235.62, 85.75, 229.75, 82.94, 223.38, 80.19, 217.38, 77.38, 211.5, 75.0]]",1559.0,"[195.38, 75.0, 130.87, 69.25]",0,{'occluded': False},train,stenosis
999,540,26,"[[119.19, 64.69, 124.5, 63.72, 132.75, 62.62, 142.5, 61.62, 153.0, 60.66, 161.0, 59.69, 166.38, 59.41, 173.62, 59.97, 172.62, 75.12, 167.0, 74.88, 160.12, 74.56, 152.62, 75.44, 145.5, 76.38, 134.5, 78.38, 129.38, 79.5]]",751.0,"[119.19, 59.41, 54.43, 20.09]",0,{'occluded': False},train,stenosis
1000,577,26,"[[259.0, 154.12, 263.25, 154.88, 267.5, 156.25, 271.75, 159.12, 276.75, 163.0, 280.5, 166.62, 283.5, 169.62, 287.5, 172.62, 293.0, 174.75, 299.25, 176.5, 304.75, 178.62, 309.75, 181.5, 315.0, 174.0, 310.0, 171.88, 305.5, 169.88, 300.75, 168.25, 294.5, 165.25, 289.75, 161.75, 285.5, 158.0, 280.75, 154.25, 276.5, 151.12, 272.5, 148.0, 269.25, 145.75, 265.5, 144.62, 257.75, 143.62]]",586.0,"[257.75, 143.62, 57.25, 37.88]",0,{'occluded': False},train,stenosis
1001,577,26,"[[193.38, 146.75, 198.88, 150.62, 205.12, 155.25, 211.25, 159.38, 217.88, 164.12, 224.62, 168.62, 231.75, 173.5, 239.25, 178.62, 244.5, 182.38, 249.62, 187.25, 253.88, 193.38, 257.75, 200.25, 261.0, 205.62, 265.75, 211.25, 270.25, 216.62, 275.0, 222.0, 284.75, 215.75, 279.5, 210.38, 274.0, 203.62, 269.5, 198.12, 265.5, 190.38, 263.0, 183.88, 260.5, 176.5, 255.25, 171.12, 250.12, 167.75, 242.62, 163.5, 237.5, 160.25, 231.62, 156.5, 227.25, 153.62, 220.0, 149.0, 214.88, 145.5, 209.5, 142.25, 205.38, 139.75, 200.88, 137.12]]",1517.0,"[193.38, 137.12, 91.37, 84.88]",0,{'occluded': False},train,stenosis
1002,882,26,"[[123.75, 341.5, 127.0, 344.25, 131.62, 347.75, 138.0, 352.5, 144.12, 357.0, 149.88, 361.5, 155.62, 366.5, 159.88, 371.75, 165.75, 378.0, 171.25, 382.0, 174.0, 384.5, 177.88, 386.25, 184.75, 389.25, 189.12, 381.5, 184.5, 379.0, 179.12, 376.0, 174.12, 371.75, 168.25, 366.0, 164.12, 361.25, 159.38, 356.75, 155.0, 353.25, 150.25, 349.75, 146.12, 346.25, 142.25, 343.5, 137.5, 340.0, 134.25, 337.75, 131.0, 335.25]]",747.0,"[123.75, 335.25, 65.37, 54.0]",0,{'occluded': False},train,stenosis
1003,882,26,"[[86.38, 257.75, 85.38, 262.25, 84.88, 266.25, 84.25, 270.25, 84.25, 275.25, 84.25, 281.0, 84.75, 286.0, 85.75, 292.0, 87.06, 297.75, 88.75, 304.5, 89.75, 308.5, 91.38, 313.5, 93.94, 318.0, 96.75, 322.5, 100.94, 327.25, 104.62, 330.25, 108.62, 333.0, 117.0, 326.25, 113.94, 323.25, 108.25, 318.25, 104.44, 312.75, 102.12, 308.0, 99.94, 302.5, 97.94, 296.5, 96.94, 290.5, 97.06, 283.25, 97.44, 276.25, 98.25, 267.25, 100.25, 258.5]]",952.0,"[84.25, 257.75, 32.75, 75.25]",0,{'occluded': False},train,stenosis
1004,206,26,"[[108.56, 205.75, 105.12, 211.12, 102.31, 215.75, 99.5, 221.5, 96.31, 227.0, 93.5, 234.38, 91.06, 240.62, 88.25, 248.88, 86.88, 256.25, 85.69, 266.0, 86.06, 275.0, 86.81, 283.25, 88.38, 289.75, 91.06, 295.75, 95.31, 300.5, 99.31, 304.75, 106.94, 298.75, 104.5, 296.0, 102.5, 292.25, 100.5, 286.5, 99.69, 282.5, 99.31, 278.0, 99.12, 271.75, 99.12, 266.75, 99.5, 259.75, 100.94, 254.0, 102.75, 246.25, 105.12, 239.75, 107.94, 232.0, 109.81, 227.62, 111.94, 223.0, 115.38, 216.88, 119.56, 211.12]]",1252.0,"[85.69, 205.75, 33.87, 99.0]",0,{'occluded': False},train,stenosis
1005,206,26,"[[121.0, 192.38, 125.31, 188.12, 129.75, 183.62, 135.38, 178.38, 140.12, 174.62, 145.38, 170.38, 150.0, 166.62, 156.38, 162.75, 160.75, 159.75, 166.62, 156.12, 170.88, 152.75, 175.75, 150.62, 180.25, 149.62, 184.88, 148.75, 191.12, 148.25, 196.38, 160.25, 191.5, 161.5, 185.38, 164.0, 178.75, 167.5, 172.75, 170.5, 168.38, 172.88, 164.5, 175.25, 159.62, 178.62, 154.88, 181.75, 150.62, 184.38, 146.38, 187.88, 140.5, 191.5, 136.75, 195.0, 133.62, 198.25, 129.75, 202.75]]",1197.0,"[121.0, 148.25, 75.38, 54.5]",0,{'occluded': False},train,stenosis
1006,528,26,"[[165.38, 51.53, 174.5, 54.88, 180.75, 57.25, 188.0, 61.12, 194.5, 65.75, 198.62, 70.62, 202.38, 76.75, 206.75, 82.75, 210.38, 88.44, 213.88, 92.75, 219.88, 96.94, 227.12, 99.69, 235.62, 103.31, 241.38, 104.75, 244.5, 95.38, 239.75, 94.0, 234.12, 91.25, 229.12, 88.69, 224.0, 85.38, 219.38, 81.06, 215.88, 76.44, 212.75, 70.31, 210.5, 63.78, 207.38, 59.06, 204.0, 56.12, 200.5, 52.78, 196.0, 50.0, 190.75, 47.78, 185.88, 46.09, 180.62, 44.44, 176.0, 42.75, 170.12, 39.97]]",1168.0,"[165.38, 39.97, 79.12, 64.78]",0,{'occluded': False},train,stenosis
1007,528,26,"[[293.5, 147.12, 296.5, 150.75, 300.0, 155.0, 303.5, 160.25, 307.0, 165.62, 310.0, 171.5, 312.75, 178.0, 314.75, 183.88, 316.0, 190.38, 318.0, 197.88, 318.75, 203.88, 319.75, 210.0, 320.5, 220.5, 327.75, 220.0, 328.25, 216.12, 328.25, 210.38, 327.25, 205.25, 326.0, 199.88, 325.0, 193.25, 324.0, 186.75, 322.75, 179.75, 320.75, 174.12, 318.75, 168.25, 315.5, 161.88, 311.75, 154.5, 308.25, 148.75, 305.0, 145.0, 302.25, 141.25]]",730.0,"[293.5, 141.25, 34.75, 79.25]",0,{'occluded': False},train,stenosis
1008,593,26,"[[202.5, 246.5, 210.25, 244.75, 219.25, 241.88, 227.75, 238.0, 235.12, 233.5, 247.12, 227.5, 258.25, 247.0, 252.38, 250.12, 244.0, 253.75, 235.75, 255.75]]",747.0,"[202.5, 227.5, 55.75, 28.25]",0,{'occluded': False},train,stenosis
1009,593,26,"[[57.78, 181.88, 59.31, 171.75, 60.97, 162.12, 63.47, 148.62, 64.5, 141.12, 66.81, 131.75, 70.69, 121.25, 75.81, 111.69, 80.38, 105.31, 86.56, 99.19, 92.88, 94.5, 100.56, 88.94, 109.12, 83.94, 118.94, 80.75, 127.81, 79.75, 136.0, 79.94, 144.38, 81.25, 137.5, 102.5, 133.12, 102.0, 124.62, 101.69, 114.75, 106.0, 109.12, 109.5, 104.56, 113.88, 99.94, 118.88, 95.56, 127.06, 92.38, 135.38, 91.06, 147.0, 90.25, 156.62, 89.75, 165.38, 88.38, 174.88, 85.19, 183.25]]",3252.0,"[57.78, 79.75, 86.6, 103.5]",0,{'occluded': False},train,stenosis
1010,593,26,"[[202.88, 271.75, 213.5, 271.75, 227.75, 273.25, 239.75, 275.0, 251.88, 277.5, 257.25, 278.5, 261.75, 259.25, 254.12, 258.0, 246.0, 256.5, 239.12, 255.38]]",739.0,"[202.88, 255.38, 58.87, 23.12]",0,{'occluded': False},train,stenosis
1011,202,26,"[[208.75, 345.75, 214.25, 349.5, 218.12, 352.5, 221.25, 354.25, 227.62, 357.0, 233.25, 359.0, 238.75, 360.5, 245.38, 362.0, 254.25, 363.75, 255.62, 353.5, 250.88, 352.75, 246.0, 352.25, 238.5, 350.75, 233.25, 349.25, 229.0, 347.25, 224.0, 344.0, 221.75, 342.0, 216.75, 339.0]]",452.0,"[208.75, 339.0, 46.87, 24.75]",0,{'occluded': False},train,stenosis
1012,202,26,"[[99.06, 162.75, 99.75, 157.88, 101.88, 149.12, 103.38, 142.5, 106.75, 134.38, 110.19, 128.62, 115.06, 123.19, 118.69, 119.19, 126.5, 114.0, 131.12, 111.75, 137.12, 110.38, 147.62, 109.56, 155.0, 109.81, 165.25, 110.5, 171.88, 112.31, 176.5, 114.12, 182.38, 117.06, 188.38, 119.88, 192.75, 122.75, 198.0, 126.69, 202.12, 129.75, 195.88, 139.5, 192.5, 136.88, 187.62, 133.12, 183.38, 130.5, 177.38, 126.94, 170.75, 123.75, 164.12, 121.5, 156.12, 120.69, 149.38, 121.38, 143.12, 123.62, 137.88, 124.56, 133.62, 125.69, 128.88, 127.5, 125.5, 130.12, 122.19, 133.38, 119.94, 136.25, 118.12, 140.62, 115.94, 145.38, 114.81, 150.38, 113.56, 154.62, 112.88, 162.75]]",1545.0,"[99.06, 109.56, 103.06, 53.19]",0,{'occluded': False},train,stenosis
1013,328,26,"[[193.62, 176.0, 192.75, 180.75, 193.0, 186.0, 193.0, 193.25, 192.38, 199.62, 192.62, 204.0, 192.62, 211.62, 192.62, 217.5, 190.12, 223.12, 188.38, 231.25, 188.38, 237.25, 188.38, 244.5, 188.75, 251.0, 189.38, 257.25, 191.0, 266.0, 198.0, 264.25, 196.75, 257.25, 196.0, 247.75, 196.25, 238.75, 196.75, 232.75, 198.38, 223.5, 200.38, 217.25, 201.0, 209.0, 201.0, 202.62, 201.38, 194.75, 201.75, 187.62, 201.62, 182.5, 202.25, 177.75]]",720.0,"[188.38, 176.0, 13.87, 90.0]",0,{'occluded': False},train,stenosis
1014,11,26,"[[124.5, 166.38, 133.75, 166.38, 142.12, 166.38, 154.62, 166.0, 166.38, 166.75, 178.12, 167.38, 189.5, 167.62, 195.75, 166.75, 201.5, 166.62, 199.38, 152.75, 195.12, 153.75, 188.25, 154.5, 177.0, 155.12, 169.0, 154.12, 159.62, 153.5, 151.62, 153.5, 144.0, 153.75, 137.75, 153.75, 128.88, 153.5]]",918.0,"[124.5, 152.75, 77.0, 14.87]",0,{'occluded': False},train,stenosis
1015,11,26,"[[112.31, 182.0, 114.88, 189.88, 116.12, 194.88, 116.31, 200.75, 117.5, 208.75, 119.94, 218.12, 122.75, 225.38, 124.31, 229.62, 139.75, 222.75, 136.5, 215.38, 134.75, 209.12, 133.12, 202.5, 132.38, 197.25, 131.38, 190.62, 130.5, 185.25, 128.12, 178.38]]",781.0,"[112.31, 178.38, 27.44, 51.24]",0,{'occluded': False},train,stenosis
1016,159,26,"[[118.69, 95.81, 124.88, 98.31, 130.25, 100.81, 138.25, 104.88, 143.75, 107.5, 153.88, 112.56, 162.38, 116.31, 171.62, 120.19, 180.62, 122.88, 188.75, 124.56, 195.25, 126.31, 198.5, 114.19, 192.88, 113.31, 185.12, 110.88, 176.12, 107.19, 168.12, 103.88, 162.25, 101.19, 155.75, 98.38, 149.25, 95.81, 142.62, 92.88, 134.12, 89.56]]",981.0,"[118.69, 89.56, 79.81, 36.75]",0,{'occluded': False},train,stenosis
1017,948,26,"[[224.0, 254.75, 225.12, 247.62, 227.12, 240.38, 228.62, 235.0, 231.12, 228.25, 233.0, 224.88, 245.88, 231.0, 243.75, 235.38, 241.88, 239.88, 239.5, 245.75, 238.0, 252.0, 236.62, 256.5]]",405.0,"[224.0, 224.88, 21.88, 31.62]",0,{'occluded': False},train,stenosis
1018,948,26,"[[185.38, 286.75, 193.25, 285.75, 202.88, 285.25, 213.5, 283.25, 223.62, 277.25, 232.88, 269.0, 222.5, 256.0, 217.0, 260.0, 211.5, 263.25, 205.62, 265.75, 196.62, 266.5, 189.5, 267.0]]",809.0,"[185.38, 256.0, 47.5, 30.75]",0,{'occluded': False},train,stenosis
1019,832,26,"[[210.62, 112.5, 217.25, 115.31, 226.0, 118.12, 232.12, 120.38, 240.75, 122.31, 249.88, 125.0, 258.5, 128.5, 264.25, 131.38, 269.25, 135.12, 274.25, 139.38, 278.25, 143.0, 289.0, 135.12, 286.25, 131.88, 281.75, 127.5, 277.25, 123.38, 271.0, 120.19, 264.5, 115.69, 259.25, 113.5, 251.88, 110.69, 246.12, 108.38, 239.38, 105.19, 234.25, 102.69, 227.62, 99.12, 219.5, 95.19]]",1205.0,"[210.62, 95.19, 78.38, 47.81]",0,{'occluded': False},train,stenosis
1020,832,26,"[[236.62, 102.88, 241.88, 98.31, 247.12, 95.38, 252.38, 94.62, 258.0, 102.62, 254.62, 103.31, 251.38, 104.88, 247.5, 108.0]]",155.0,"[236.62, 94.62, 21.38, 13.38]",0,{'occluded': False},train,stenosis
1021,749,26,"[[150.12, 182.38, 149.75, 191.75, 149.88, 202.25, 151.38, 213.88, 158.12, 226.12, 166.25, 236.0, 178.75, 245.38, 196.38, 256.25, 212.0, 266.75, 229.12, 276.75, 241.12, 285.75, 252.0, 295.0, 259.0, 306.75, 264.5, 316.75, 269.75, 323.0, 278.25, 329.75, 288.0, 323.25, 282.75, 313.5, 278.0, 304.0, 273.0, 296.5, 267.75, 288.0, 263.25, 281.5, 256.0, 272.5, 249.12, 268.0, 239.25, 261.25, 232.0, 255.5, 220.25, 248.0, 212.75, 243.0, 201.38, 236.0, 190.62, 229.75, 184.88, 224.5, 175.88, 216.0, 169.62, 205.62, 169.12, 195.75, 168.5, 186.12, 166.0, 174.62]]",3840.0,"[149.75, 174.62, 138.25, 155.13]",0,{'occluded': False},train,stenosis
1022,749,26,"[[175.25, 126.0, 180.75, 119.25, 186.5, 115.19, 195.88, 112.5, 205.75, 110.12, 218.75, 103.12, 227.12, 116.38, 218.5, 122.19, 212.75, 125.75, 206.75, 129.88, 200.0, 136.38]]",835.0,"[175.25, 103.12, 51.87, 33.26]",0,{'occluded': False},train,stenosis
1023,998,26,"[[190.25, 135.88, 194.25, 140.75, 196.88, 145.88, 197.88, 152.0, 199.12, 158.88, 200.88, 165.0, 203.25, 173.75, 204.0, 178.75, 207.5, 185.5, 210.88, 190.88, 215.0, 195.75, 219.12, 200.25, 222.38, 203.75, 228.0, 207.0, 233.88, 210.0, 239.25, 213.5, 243.25, 217.62, 251.38, 211.38, 246.12, 207.75, 241.88, 204.88, 234.25, 201.0, 226.25, 195.25, 221.88, 190.12, 217.38, 185.25, 214.5, 181.12, 212.5, 176.75, 211.5, 170.88, 211.0, 166.12, 209.62, 161.0, 208.5, 155.5, 207.38, 149.12, 206.25, 144.25, 205.5, 139.12, 202.75, 135.25, 199.62, 131.0]]",930.0,"[190.25, 131.0, 61.13, 86.62]",0,{'occluded': False},train,stenosis
1024,998,26,"[[204.75, 117.38, 213.12, 114.31, 221.75, 112.06, 228.88, 110.44, 237.62, 108.44, 247.62, 106.5, 257.75, 104.25, 268.0, 102.75, 275.5, 102.19, 277.25, 110.12, 271.5, 111.25, 265.25, 112.38, 259.0, 113.5, 251.38, 115.0, 245.0, 115.81, 239.62, 117.62, 233.5, 119.19, 227.5, 120.56, 221.5, 122.25, 215.62, 123.62, 205.75, 126.81]]",675.0,"[204.75, 102.19, 72.5, 24.62]",0,{'occluded': False},train,stenosis
1025,612,26,"[[124.5, 205.0, 122.81, 207.5, 121.06, 209.88, 119.38, 212.88, 118.19, 216.38, 116.56, 220.38, 115.56, 224.88, 115.06, 228.62, 114.31, 234.12, 114.0, 238.25, 113.69, 242.25, 113.5, 251.5, 123.19, 251.88, 123.31, 246.25, 123.31, 242.0, 123.69, 238.0, 124.5, 233.38, 125.56, 227.88, 126.56, 223.88, 128.62, 218.88, 130.75, 214.12, 132.62, 210.38, 133.75, 208.38]]",474.0,"[113.5, 205.0, 20.25, 46.88]",0,{'occluded': False},train,stenosis
1026,612,26,"[[131.12, 303.0, 134.12, 305.5, 138.5, 308.25, 143.62, 311.25, 150.5, 313.5, 157.88, 316.0, 166.75, 319.5, 173.75, 322.25, 182.75, 326.25, 191.88, 329.75, 200.38, 333.5, 208.75, 337.25, 216.5, 340.5, 227.25, 344.5, 235.12, 346.5, 246.12, 349.75, 254.5, 352.25, 263.25, 353.75, 267.75, 354.5, 270.25, 348.0, 267.0, 346.75, 262.25, 345.5, 254.62, 343.0, 247.12, 340.5, 241.5, 338.5, 233.62, 336.0, 225.38, 333.0, 216.12, 329.25, 209.75, 326.25, 204.88, 324.5, 198.75, 321.75, 192.25, 319.0, 184.75, 316.25, 178.38, 313.75, 172.25, 311.75, 167.88, 310.25, 162.0, 307.75, 156.88, 306.0, 152.0, 303.5, 148.12, 301.75, 143.62, 299.25, 140.38, 297.0, 137.5, 295.0]]",1397.0,"[131.12, 295.0, 139.13, 59.5]",0,{'occluded': False},train,stenosis
1027,612,26,"[[127.12, 201.12, 132.12, 193.62, 135.0, 188.25, 140.5, 182.25, 146.62, 176.38, 153.62, 170.75, 162.88, 166.0, 171.62, 161.5, 181.5, 157.75, 193.12, 155.5, 203.5, 155.12, 217.75, 156.38, 217.0, 168.62, 211.12, 168.38, 202.75, 168.38, 196.5, 168.12, 189.88, 168.75, 184.25, 171.25, 178.5, 173.0, 174.88, 174.75, 167.62, 177.62, 163.25, 180.38, 157.38, 183.62, 153.38, 187.0, 149.38, 190.0, 145.38, 193.5, 142.12, 198.0, 136.75, 206.25]]",1246.0,"[127.12, 155.12, 90.63, 51.13]",0,{'occluded': False},train,stenosis
1028,505,26,"[[168.62, 104.5, 173.88, 107.31, 179.12, 109.44, 186.62, 110.38, 195.25, 109.69, 202.38, 108.69, 212.75, 108.69, 222.25, 108.88, 231.12, 110.12, 239.12, 112.62, 245.88, 116.62, 251.62, 120.69, 256.5, 124.75, 261.75, 129.12, 265.5, 133.25, 267.75, 138.25, 269.5, 145.5, 269.75, 152.25, 270.0, 158.12, 283.5, 154.38, 283.0, 149.62, 283.0, 145.25, 281.75, 139.5, 280.25, 134.25, 278.75, 130.5, 275.5, 125.69, 272.75, 121.81, 268.5, 117.06, 264.0, 112.31, 259.0, 109.12, 254.88, 106.62, 249.75, 103.81, 245.25, 102.44, 238.62, 100.38, 233.25, 98.12, 225.88, 97.0, 217.38, 96.44, 210.75, 96.19, 204.75, 97.0, 199.62, 97.0, 193.88, 97.12, 188.38, 97.12, 183.62, 95.88, 177.88, 94.25, 174.38, 93.25]]",1761.0,"[168.62, 93.25, 114.88, 64.87]",0,{'occluded': False},train,stenosis
1029,391,26,"[[113.62, 172.25, 114.44, 167.75, 116.62, 163.62, 119.19, 160.5, 122.19, 156.25, 125.19, 152.38, 127.31, 148.75, 129.5, 142.88, 141.25, 141.25, 141.5, 144.12, 140.62, 146.88, 139.25, 151.25, 136.75, 155.12, 133.5, 159.0, 131.25, 161.88, 128.75, 165.75, 126.88, 169.12, 124.5, 176.0]]",415.0,"[113.62, 141.25, 27.88, 34.75]",0,{'occluded': False},train,stenosis
1030,391,26,"[[110.94, 199.12, 115.12, 201.25, 120.19, 202.75, 125.88, 204.62, 132.0, 207.62, 137.0, 211.38, 139.38, 212.88, 144.38, 204.62, 140.62, 202.12, 137.0, 200.0, 132.25, 196.62, 128.88, 194.75, 124.88, 193.0, 120.31, 191.12]]",300.0,"[110.94, 191.12, 33.44, 21.76]",0,{'occluded': False},train,stenosis
1031,391,26,"[[184.62, 153.75, 188.62, 156.88, 191.88, 160.38, 195.75, 164.5, 199.38, 169.0, 206.12, 173.75, 210.75, 176.62, 217.12, 180.38, 225.12, 183.12, 226.88, 183.5, 228.75, 173.62, 222.88, 171.0, 217.88, 168.12, 213.12, 164.62, 209.62, 162.0, 206.12, 158.25, 203.25, 155.38, 201.0, 152.5, 199.12, 150.12, 196.38, 146.0]]",554.0,"[184.62, 146.0, 44.13, 37.5]",0,{'occluded': False},train,stenosis
1032,975,26,"[[58.75, 236.75, 60.91, 240.88, 62.84, 247.12, 65.5, 254.62, 68.12, 261.5, 71.75, 267.75, 75.38, 275.75, 79.69, 285.75, 84.5, 293.0, 89.31, 299.5, 96.5, 308.25, 105.44, 299.75, 100.88, 295.25, 96.75, 290.25, 93.19, 283.5, 88.12, 274.75, 83.75, 265.75, 79.44, 256.0, 75.38, 248.88, 72.44, 241.88, 70.75, 232.75]]",928.0,"[58.75, 232.75, 46.69, 75.5]",0,{'occluded': False},train,stenosis
1033,975,26,"[[214.0, 163.38, 206.5, 162.62, 197.38, 160.0, 189.62, 154.0, 183.88, 148.75, 178.62, 140.75, 175.88, 133.75, 173.5, 126.56, 169.88, 120.31, 166.0, 117.94, 158.38, 117.69, 154.75, 102.81, 162.88, 101.19, 171.38, 101.31, 176.62, 103.5, 182.62, 107.06, 186.0, 111.44, 190.38, 119.62, 193.25, 124.69, 196.62, 130.88, 202.62, 137.38, 208.38, 142.25, 219.25, 144.38]]",1563.0,"[154.75, 101.19, 64.5, 62.19]",0,{'occluded': False},train,stenosis
1034,842,26,"[[169.75, 134.0, 175.75, 137.12, 181.38, 140.0, 186.88, 143.0, 192.88, 147.12, 198.88, 151.25, 207.75, 156.25, 215.5, 161.88, 222.75, 167.5, 230.38, 172.62, 237.0, 176.62, 243.0, 181.62, 246.75, 186.5, 250.25, 191.5, 252.38, 199.12, 261.75, 196.88, 260.75, 192.5, 258.25, 186.88, 256.0, 182.25, 252.62, 177.62, 247.75, 172.62, 243.62, 168.0, 238.62, 163.38, 232.5, 159.25, 226.5, 154.62, 220.38, 150.62, 213.88, 146.0, 204.5, 139.12, 199.88, 136.0, 195.25, 133.5, 186.75, 128.25, 181.25, 125.31, 176.38, 123.5]]",1312.0,"[169.75, 123.5, 92.0, 75.62]",0,{'occluded': False},train,stenosis
1035,842,26,"[[274.5, 409.25, 274.0, 414.0, 274.25, 418.25, 275.25, 422.0, 276.75, 425.75, 278.5, 429.0, 280.75, 432.0, 283.25, 434.75, 286.0, 437.75, 289.0, 440.75, 293.0, 444.0, 295.25, 445.0, 301.0, 437.0, 297.75, 434.25, 293.5, 430.0, 290.25, 426.0, 287.25, 421.5, 286.25, 417.0, 285.75, 412.75, 286.0, 408.0]]",440.0,"[274.0, 408.0, 27.0, 37.0]",0,{'occluded': False},train,stenosis
1036,842,26,"[[253.38, 209.5, 254.0, 213.25, 254.62, 216.5, 255.5, 220.25, 257.25, 225.5, 259.0, 230.75, 261.5, 235.5, 264.0, 241.25, 266.5, 245.88, 267.75, 247.25, 276.75, 241.0, 274.25, 237.38, 272.0, 233.75, 269.5, 228.62, 268.25, 225.25, 267.25, 222.0, 266.0, 216.62, 265.25, 212.38, 263.75, 207.12]]",414.0,"[253.38, 207.12, 23.37, 40.13]",0,{'occluded': False},train,stenosis
1037,842,26,"[[271.25, 287.25, 271.25, 293.0, 271.0, 297.5, 271.5, 303.25, 271.5, 310.0, 271.25, 315.5, 271.5, 322.75, 271.5, 328.0, 271.75, 335.5, 272.5, 342.25, 272.75, 349.5, 273.25, 356.5, 285.0, 354.25, 284.25, 346.5, 283.5, 340.75, 282.75, 333.75, 282.75, 327.25, 282.5, 320.0, 282.5, 313.0, 282.5, 305.25, 282.25, 299.25, 282.25, 292.25, 282.5, 286.5]]",769.0,"[271.0, 286.5, 14.0, 70.0]",0,{'occluded': False},train,stenosis
1038,793,26,"[[223.5, 148.75, 233.25, 153.0, 243.25, 157.38, 251.88, 161.38, 266.0, 167.25, 273.0, 170.25, 280.0, 173.62, 289.75, 181.62, 296.75, 187.75, 301.5, 191.88, 307.5, 197.38, 312.75, 204.38, 318.75, 211.5, 323.5, 218.38, 328.5, 224.38, 337.0, 231.0, 340.5, 233.38, 351.0, 225.25, 345.25, 220.75, 340.25, 216.75, 334.0, 210.75, 329.0, 203.5, 323.75, 195.88, 317.5, 190.12, 311.0, 182.88, 306.5, 178.62, 301.0, 174.5, 294.5, 170.0, 288.0, 164.88, 281.0, 159.62, 273.75, 156.0, 265.0, 152.25, 258.75, 149.75, 250.88, 146.12, 245.5, 143.38, 238.75, 140.75, 229.25, 137.12]]",1957.0,"[223.5, 137.12, 127.5, 96.26]",0,{'occluded': False},train,stenosis
1039,691,26,"[[211.75, 279.75, 219.62, 280.25, 227.25, 280.0, 234.62, 279.5, 244.25, 277.75, 251.88, 275.25, 258.0, 272.75, 264.75, 270.5, 271.25, 267.75, 277.75, 264.25, 283.75, 261.25, 286.25, 273.0, 278.5, 275.75, 272.5, 278.25, 267.0, 280.5, 259.5, 283.25, 252.25, 285.5, 245.5, 287.75, 236.62, 290.0, 228.88, 290.75, 221.75, 291.0, 209.38, 290.75]]",817.0,"[209.38, 261.25, 76.87, 29.75]",0,{'occluded': False},train,stenosis
1040,691,26,"[[146.25, 279.25, 153.25, 284.5, 159.5, 288.0, 168.25, 290.25, 179.25, 292.75, 182.88, 280.75, 175.88, 279.5, 168.5, 277.75, 162.62, 275.5, 153.0, 270.5]]",410.0,"[146.25, 270.5, 36.63, 22.25]",0,{'occluded': False},train,stenosis
1041,691,26,"[[300.5, 253.25, 306.0, 251.12, 313.0, 249.38, 319.5, 247.62, 325.5, 247.0, 332.0, 247.25, 341.25, 247.88, 347.75, 248.75, 354.5, 250.5, 361.5, 252.75, 366.0, 254.5, 372.25, 256.5, 377.75, 258.25, 383.5, 259.75, 389.5, 261.75, 397.25, 264.5, 402.5, 266.0, 408.5, 268.25, 413.0, 269.75, 421.5, 274.0, 417.5, 280.0, 409.5, 276.25, 403.5, 273.25, 395.75, 270.75, 387.0, 268.25, 377.25, 265.25, 367.25, 261.25, 360.5, 258.75, 351.75, 255.75, 342.5, 253.75, 335.0, 253.62, 326.75, 253.0, 320.25, 253.12, 312.5, 255.25, 306.5, 258.25, 303.0, 260.75]]",785.0,"[300.5, 247.0, 121.0, 33.0]",0,{'occluded': False},train,stenosis
1042,863,26,"[[208.0, 194.88, 215.88, 192.5, 225.88, 188.75, 236.12, 184.5, 246.62, 180.0, 257.0, 173.62, 265.0, 169.0, 273.0, 163.75, 281.0, 157.88, 288.25, 165.75, 281.75, 170.0, 275.5, 174.62, 268.0, 179.5, 259.75, 183.5, 252.5, 187.88, 245.12, 191.88, 238.75, 195.88, 230.12, 200.12, 221.75, 202.75, 213.62, 205.12, 206.25, 207.88]]",946.0,"[206.25, 157.88, 82.0, 50.0]",0,{'occluded': False},train,stenosis
1043,863,26,"[[197.75, 257.75, 207.38, 264.5, 217.12, 269.0, 232.0, 273.5, 245.5, 278.0, 260.5, 280.75, 274.5, 282.75, 286.5, 284.0, 292.5, 285.0, 294.75, 273.0, 284.0, 271.75, 269.25, 269.25, 254.0, 265.75, 237.12, 262.0, 220.0, 255.62, 208.88, 249.25, 204.62, 245.75]]",1271.0,"[197.75, 245.75, 97.0, 39.25]",0,{'occluded': False},train,stenosis
